,id,client_id,number_words,tone,language_pair,quality_score,price,client_id
1611,C05761457,32.0,162,formal,es_ja,-1,-1,89225a3eb6c39c319e0175a029402b7d07bfba033fdba2bb439ee40bbda226fa
1612,C05761458,32.0,201,formal,nl_en,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
1613,C05761460,32.0,262,formal,fr_de,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
1614,C05761463,80.0,130,informal,es_ja,-1,-1,3b93e4dee2a994d9a9e1f8af90081e7b6e1d41a6b1550e65cf013b6028c666ce
1615,C05761465,32.0,244,formal,es_ja,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
1616,C05761467,32.0,353,formal,nl_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1617,C05761473,32.0,250,informal,pt_en,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
1618,C05761474,32.0,311,formal,nl_en,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
1619,C05761475,80.0,171,formal,pt_en,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
1620,C05761477,32.0,429,formal,nl_en,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
1621,C05761478,32.0,250,formal,fr_de,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
1622,C05761481,80.0,176,informal,pt_en,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
1623,C05761485,32.0,653,formal,fr_de,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
1624,C05761487,32.0,871,formal,pt_en,-1,-1,d4a64577022f25bd832bc512c5302c4a7ab8c0479c4d5c1b0b3fbfd0984bfda7
1625,C05761489,81.0,67,informal,pt_en,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
1626,C05761490,81.0,82,formal,pt_en,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
1627,C05761491,32.0,542,formal,nl_en,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
1628,C05761492,80.0,126,informal,fr_de,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
1629,C05761495,85.0,844,formal,fr_de,-1,-1,417399241f4558806117eccd2b124e82fa03486236a24e70e032d252b97d60cd
1630,C05761496,80.0,231,informal,fr_de,-1,-1,df809fcbd44f05b842f1c80d98119a0b3d6f7cd51b611db69b6602fb5a7201de
1631,C05761497,116.0,326,informal,fr_de,-1,-1,36b322832c268a1fa9e64b30dc6490c6591d4b38ae28d200eca34a6d35d83671
1632,C05761498,32.0,935,informal,fr_de,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
1633,C05761499,125.0,717,formal,pt_en,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
1634,C05761500,116.0,82,informal,fr_de,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
1635,C05761503,80.0,108,formal,nl_en,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
1636,C05761504,80.0,171,formal,fr_de,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1637,C05761505,32.0,1136,formal,pt_en,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
1639,C05761507,80.0,2066,informal,nl_en,-1,-1,ce47137c2d64dd385a15b23687a9899bc78cf4bac0e2b660cc6453f46a5a82fe
1640,C05761508,32.0,371,informal,nl_en,-1,-1,9ff6a362b235664a23378df54308c5c82c6000c5536462213a35b2a8ecdfee1a
1641,C05761513,32.0,227,formal,pt_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1642,C05761515,194.0,2046,informal,pt_en,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
1643,C05761516,32.0,466,formal,nl_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1644,C05761518,32.0,516,formal,pt_en,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
1645,C05761523,81.0,532,formal,nl_en,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
1646,C05761526,32.0,645,informal,nl_en,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
1647,C05761528,81.0,192,formal,pt_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1648,C05761529,32.0,149,informal,nl_en,-1,-1,52416c1c181c215812bceb196281bc1d36398c4b6a712649c5f74cde64673181
1649,C05761533,80.0,275,formal,pt_en,-1,-1,896eaafb9691dd3992336145e0b80bb71fdcded7fca60380d9337981505ff682
1650,C05761543,32.0,180,formal,pt_en,-1,-1,100f082c2cbfd1327676ad93e5c8e7b8d44aa419f7b398f71d9572c29b09b66c
1651,C05761544,81.0,74,formal,pt_en,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
1652,C05761546,32.0,278,informal,es_ja,-1,-1,2d67c3bed1f8c2073e3e011270175a4713b9df49855c788d4f9ca2b336d7ebc8
1653,C05761547,81.0,64,informal,es_ja,-1,-1,89225a3eb6c39c319e0175a029402b7d07bfba033fdba2bb439ee40bbda226fa
1654,C05761548,81.0,126,informal,fr_de,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
1655,C05761549,81.0,88,formal,es_ja,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
1656,C05761550,81.0,68,informal,pt_en,-1,-1,6d58ff43d1c0ba17125ebff6b42cf28250b96bed88980f79177b8ee802084553
1657,C05761551,32.0,59,informal,es_ja,-1,-1,3b93e4dee2a994d9a9e1f8af90081e7b6e1d41a6b1550e65cf013b6028c666ce
1658,C05761555,81.0,62,informal,es_ja,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
1659,C05761556,32.0,447,formal,nl_en,-1,-1,3b93e4dee2a994d9a9e1f8af90081e7b6e1d41a6b1550e65cf013b6028c666ce
1660,C05761557,194.0,476,informal,fr_de,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
1661,C05761559,32.0,1023,formal,pt_en,-1,-1,3b93e4dee2a994d9a9e1f8af90081e7b6e1d41a6b1550e65cf013b6028c666ce
1662,C05761561,81.0,99,informal,nl_en,-1,-1,9ff6a362b235664a23378df54308c5c82c6000c5536462213a35b2a8ecdfee1a
1663,C05761562,194.0,590,informal,es_ja,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1664,C05761563,81.0,107,informal,fr_de,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1665,C05761564,71.0,258,formal,nl_en,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
1666,C05761566,71.0,258,informal,fr_de,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1667,C05761571,32.0,1069,informal,es_ja,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
1668,C05761573,32.0,505,formal,fr_de,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
1669,C05761579,32.0,216,formal,pt_en,-1,-1,6012db2cb5c51650f773b8ace525ca3db14506ac99890b2f6c5542a6aec1340d
1670,C05761584,32.0,112,formal,pt_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1671,C05761587,32.0,298,formal,nl_en,-1,-1,417399241f4558806117eccd2b124e82fa03486236a24e70e032d252b97d60cd
1672,C05761593,30.0,382,informal,fr_de,-1,-1,52416c1c181c215812bceb196281bc1d36398c4b6a712649c5f74cde64673181
1673,C05761595,81.0,118,informal,nl_en,-1,-1,2d67c3bed1f8c2073e3e011270175a4713b9df49855c788d4f9ca2b336d7ebc8
1674,C05761599,81.0,103,formal,es_ja,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
1675,C05761605,170.0,195,formal,nl_en,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
1676,C05761608,170.0,387,formal,pt_en,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
1677,C05761610,170.0,109,formal,nl_en,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
1678,C05761615,81.0,126,informal,pt_en,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
1679,C05761617,81.0,102,formal,fr_de,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
1680,C05761619,81.0,80,informal,es_ja,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
1681,C05761621,32.0,61,formal,pt_en,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
1682,C05761622,81.0,123,formal,fr_de,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
1683,C05761624,81.0,189,informal,pt_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
1684,C05761629,124.0,210,informal,es_ja,-1,-1,52416c1c181c215812bceb196281bc1d36398c4b6a712649c5f74cde64673181
1685,C05761635,196.0,68,informal,nl_en,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1686,C05761645,80.0,99,informal,pt_en,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
1687,C05761654,153.0,852,informal,es_ja,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
1688,C05761656,81.0,127,formal,pt_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
1689,C05761659,81.0,61,informal,nl_en,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
1690,C05761661,81.0,233,informal,pt_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
1691,C05761663,170.0,534,informal,pt_en,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
1694,C05761680,81.0,256,formal,fr_de,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
1695,C05761682,32.0,1761,informal,fr_de,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
1696,C05761686,116.0,109,formal,pt_en,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
1697,C05761689,81.0,350,informal,nl_en,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
1698,C05761691,32.0,695,formal,fr_de,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
1699,C05761694,116.0,145,informal,es_ja,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1700,C05761699,30.0,279,formal,fr_de,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
1701,C05761705,81.0,183,informal,pt_en,-1,-1,552e63435c303050a48f595d30286ef2e90d3c3b68c286021147e99358e3fe4e
1702,C05761709,53.0,277,informal,es_ja,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
1703,C05761710,87.0,1291,informal,nl_en,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
1704,C05761712,53.0,277,informal,pt_en,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1705,C05761714,81.0,253,informal,es_ja,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1706,C05761715,81.0,78,formal,fr_de,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
1707,C05761717,81.0,130,formal,nl_en,-1,-1,6012db2cb5c51650f773b8ace525ca3db14506ac99890b2f6c5542a6aec1340d
1708,C05761720,170.0,1336,informal,pt_en,-1,-1,89225a3eb6c39c319e0175a029402b7d07bfba033fdba2bb439ee40bbda226fa
1709,C05761721,81.0,64,informal,fr_de,-1,-1,43b3c146538308a97b29e10d7736d198790600185435d57ab927e010c1a3347e
1710,C05761723,81.0,65,formal,nl_en,-1,-1,6d58ff43d1c0ba17125ebff6b42cf28250b96bed88980f79177b8ee802084553
1711,C05761724,81.0,357,informal,nl_en,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1712,C05761730,81.0,69,informal,fr_de,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1713,C05761738,32.0,929,informal,nl_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
1714,C05761741,114.0,453,formal,fr_de,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
1715,C05761748,81.0,709,informal,pt_en,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
1716,C05761750,81.0,175,informal,es_ja,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
1717,C05761753,32.0,251,formal,es_ja,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1718,C05761755,116.0,144,formal,pt_en,-1,-1,6012db2cb5c51650f773b8ace525ca3db14506ac99890b2f6c5542a6aec1340d
1719,C05761758,118.0,465,informal,fr_de,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
1720,C05761761,81.0,71,informal,nl_en,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1721,C05761762,118.0,463,formal,es_ja,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
1722,C05761766,32.0,94,formal,nl_en,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
1723,C05761772,32.0,676,informal,nl_en,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
1724,C05761774,81.0,165,informal,es_ja,-1,-1,2d67c3bed1f8c2073e3e011270175a4713b9df49855c788d4f9ca2b336d7ebc8
1725,C05761775,32.0,851,informal,es_ja,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1726,C05761776,81.0,104,formal,nl_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1727,C05761777,81.0,198,formal,fr_de,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
1728,C05761778,32.0,283,formal,nl_en,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
1729,C05761779,81.0,125,formal,pt_en,-1,-1,91f195978f712ca4193fe92aa1174ea78c2136eb74e0cf33d32daeeeac659ced
1730,C05761780,81.0,76,formal,nl_en,-1,-1,6d58ff43d1c0ba17125ebff6b42cf28250b96bed88980f79177b8ee802084553
1731,C05761782,32.0,85,formal,pt_en,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
1732,C05761783,116.0,310,informal,pt_en,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
1733,C05761784,87.0,1383,formal,pt_en,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1734,C05761785,116.0,125,formal,fr_de,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
1735,C05761788,194.0,70,formal,nl_en,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
1736,C05761792,81.0,86,informal,pt_en,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
1737,C05761793,81.0,146,formal,nl_en,-1,-1,4d36ae956bfb22e42ad21486c07fdbce1c03e6f5eb84e99fc7bc76229c6f301e
1738,C05761795,116.0,350,formal,es_ja,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
1739,C05761797,116.0,508,informal,pt_en,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
1740,C05761799,124.0,161,formal,es_ja,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1741,C05761802,194.0,150,informal,pt_en,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
1742,C05761803,194.0,149,formal,pt_en,-1,-1,587fb1667c89615c53088cce45b602cc03ef251bcaf9e09778a773e567667095
1743,C05761805,32.0,286,formal,pt_en,-1,-1,6012db2cb5c51650f773b8ace525ca3db14506ac99890b2f6c5542a6aec1340d
1744,C05761807,153.0,438,informal,pt_en,-1,-1,567bfc7f6dabbbc1ac091875ac20c2462ced3960651bac9bdea71ad5f5338456
1746,C05761810,32.0,1348,informal,es_ja,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
1747,C05761813,32.0,58,informal,pt_en,-1,-1,6f053273db5aca5095bea082c7125096e5414d07e417cf9f45d3880315bba9f9
1748,C05761815,32.0,381,formal,pt_en,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
1749,C05761816,30.0,164,informal,pt_en,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
1750,C05761818,116.0,103,informal,pt_en,-1,-1,896eaafb9691dd3992336145e0b80bb71fdcded7fca60380d9337981505ff682
1751,C05761823,124.0,291,informal,pt_en,-1,-1,36b322832c268a1fa9e64b30dc6490c6591d4b38ae28d200eca34a6d35d83671
1752,C05761825,32.0,112,formal,es_ja,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
1753,C05761826,194.0,153,formal,pt_en,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1754,C05761827,119.0,145,formal,nl_en,-1,-1,84f4491092e6e70f3e86f00bc00d9bf9dea165fca972bf7de20aa90c906e6dec
1755,C05761830,81.0,121,informal,es_ja,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
1756,C05761831,81.0,184,informal,fr_de,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
1757,C05761833,32.0,290,informal,nl_en,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
1758,C05761839,32.0,119,formal,es_ja,-1,-1,552e63435c303050a48f595d30286ef2e90d3c3b68c286021147e99358e3fe4e
1759,C05761842,30.0,296,formal,pt_en,-1,-1,a0cc582a1d5abfc275a510f69e556a9d4ce8429f7986cf3418df28f066665c11
1760,C05761844,196.0,108,informal,fr_de,-1,-1,c4a6e239681ea5e946d00bc8507da5cb673f71904b3f310218e50b2ebc4b3dfc
1761,C05761845,81.0,59,informal,nl_en,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
1762,C05761847,191.0,83,informal,fr_de,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
1763,C05761848,81.0,257,informal,es_ja,-1,-1,08790ec4a07f4ea4f0aca6da75882c7bb044c29fe642b08add9061bfd31d139b
1764,C05761851,81.0,73,formal,fr_de,-1,-1,ee56abcc350b0be80344726a1c785bdb8595057332e34441af670c39b0b67b9f
1765,C05761853,32.0,106,formal,pt_en,-1,-1,16cc06873018982ec4854b0d10ab39ac332b49f2cf30a160099c9f5bf373b72b
1766,C05761854,116.0,368,informal,nl_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
1767,C05761859,32.0,2920,informal,pt_en,-1,-1,ce47137c2d64dd385a15b23687a9899bc78cf4bac0e2b660cc6453f46a5a82fe
1768,C05761862,81.0,152,formal,es_ja,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
1769,C05761863,81.0,200,informal,pt_en,-1,-1,2d67c3bed1f8c2073e3e011270175a4713b9df49855c788d4f9ca2b336d7ebc8
1770,C05761866,81.0,97,formal,fr_de,-1,-1,6d58ff43d1c0ba17125ebff6b42cf28250b96bed88980f79177b8ee802084553
1771,C05761869,32.0,365,formal,pt_en,-1,-1,417399241f4558806117eccd2b124e82fa03486236a24e70e032d252b97d60cd
1772,C05761870,81.0,249,informal,fr_de,-1,-1,a0cc582a1d5abfc275a510f69e556a9d4ce8429f7986cf3418df28f066665c11
1773,C05761871,32.0,195,formal,fr_de,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
1774,C05761872,67.0,1274,informal,fr_de,-1,-1,aa020d2841a3e2bdb707b0d573fba638f318ca755d23fb3820667ba4fa1f32ed
1776,C05761877,81.0,143,informal,nl_en,-1,-1,ce47137c2d64dd385a15b23687a9899bc78cf4bac0e2b660cc6453f46a5a82fe
1777,C05761878,30.0,213,informal,pt_en,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
1779,C05761881,81.0,85,formal,es_ja,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
1780,C05761883,32.0,96,informal,pt_en,-1,-1,a23cd6eeec0720abcfb286b6222e7b9db073b9f789a5a85523da96743016b575
1781,C05761884,32.0,1054,informal,es_ja,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
1782,C05761885,32.0,263,informal,pt_en,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
1783,C05761886,32.0,247,formal,es_ja,-1,-1,164be8839e9c3842dad6cd49aad581ef94729d4e873c0c3f8c544a65975fcaba
1784,C05761889,32.0,112,informal,pt_en,-1,-1,629c3a9b2c7afa7e8ab4c8f37c9f2acd0a08696a6d98a6c30b12920010a53a37
1785,C05761893,32.0,1159,informal,pt_en,-1,-1,36b322832c268a1fa9e64b30dc6490c6591d4b38ae28d200eca34a6d35d83671
1787,C05761898,81.0,71,informal,pt_en,-1,-1,7c5dcba85304247985b5d02fcfb271d33fe1392f9be2d44c87de48273aa4e215
1788,C05761900,81.0,75,formal,nl_en,-1,-1,84506a2e169143888f4e1c7afe5bc52699ca5cf1b6cc2e5853f0c5d075a48911
1789,C05761901,81.0,68,informal,nl_en,-1,-1,18ed578fb9a74e501b2cb547bd2ecd8d49c5a5e2aa6a192547de2a5608944a72
1790,C05761902,81.0,88,informal,es_ja,-1,-1,a0cc582a1d5abfc275a510f69e556a9d4ce8429f7986cf3418df28f066665c11
1791,C05761904,81.0,61,informal,nl_en,-1,-1,48e6b11c6636388248ad5ae844addedac6c954f65c3d96c3f647ff7ea98a8ec5
1792,C05761905,81.0,504,formal,pt_en,-1,-1,6012db2cb5c51650f773b8ace525ca3db14506ac99890b2f6c5542a6aec1340d
1793,C05761906,32.0,689,formal,fr_de,-1,-1,3a4ea7e3e3deeeb602ac21f123d5d30893f4d47b68270a6e2e00b36062a3f82e
1794,C05761909,32.0,173,informal,pt_en,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
1795,C05761910,32.0,186,informal,es_ja,-1,-1,552e63435c303050a48f595d30286ef2e90d3c3b68c286021147e99358e3fe4e
1796,C05761911,32.0,245,informal,es_ja,-1,-1,a0cc582a1d5abfc275a510f69e556a9d4ce8429f7986cf3418df28f066665c11
1797,C05761912,116.0,350,formal,pt_en,-1,-1,025c229043c3328605b2ac13096f619a48991da87767699c2fb033d438e6396d
1798,C05761913,81.0,67,informal,pt_en,-1,-1,ff6bbad3f35db0be4a114a56b76622c1d489394c70902f8fe05036e9cbcca099
1799,C05761915,81.0,63,formal,nl_en,-1,-1,48e6b11c6636388248ad5ae844addedac6c954f65c3d96c3f647ff7ea98a8ec5
1800,C05761916,81.0,96,formal,pt_en,-1,-1,19388f0b6133ef2085e26dfc50b046836f9aada571cbd8393ef2bffc02d08d6d
1801,C05761917,32.0,152,informal,es_ja,-1,-1,a59b8fa90a633fd2902283bfbe4dffa9c06e3420c03df571d825e9c800d0b03d
1802,C05761918,32.0,733,formal,es_ja,-1,-1,35b1a7722289e1b6d51c0c16f6925321bdd7ab58ceeea3a73f7621595ace23f8
1803,C05761919,32.0,617,informal,pt_en,-1,-1,a0cc582a1d5abfc275a510f69e556a9d4ce8429f7986cf3418df28f066665c11
1804,C05761920,32.0,768,formal,es_ja,-1,-1,dcecd7919c995b8621d1e76ac4aa6a5aaa9b47ddac682095148e5838e483febd
1805,C05761921,32.0,895,formal,pt_en,-1,-1,8171ce8697ccbc42991a2eca38cbdee8f96fd794701aa1b33ed85b27f64af5e0
1806,C05761922,32.0,367,formal,pt_en,-1,-1,587fb1667c89615c53088cce45b602cc03ef251bcaf9e09778a773e567667095
1807,C05761923,32.0,953,informal,pt_en,-1,-1,1127081f34ad35318db79213b03f96029e69ccea7b0fa225f5ffe5f66539ead9
1808,C05761924,32.0,1059,informal,pt_en,-1,-1,743ebd748ef5df2b1245cf93d2ad75987ec399a8d6d6a453b21b071d5df15337
1809,C05761925,194.0,88,informal,es_ja,-1,-1,89225a3eb6c39c319e0175a029402b7d07bfba033fdba2bb439ee40bbda226fa
1810,C05761926,32.0,462,informal,nl_en,-1,-1,203f6f43688c9abe2e66df55828826f1e04815fa1bf289771cb530500df02ca8
1811,C05761927,32.0,102,informal,es_ja,-1,-1,72d26122e4aef9be62176640b5f185009fa0b9fb94cb77c6c31d94281a178228
1812,C05761928,32.0,126,informal,pt_en,-1,-1,eed0c17d53919ae0e46153ae82d5673d4ff4afe794a57e9250c02797a3a8e715
1813,C05761929,32.0,96,informal,es_ja,-1,-1,23a2b90d03cc12039fa8e0f4a765c322b98fa0bda466f2bf76178ba235699adc
1814,C05761932,32.0,1045,informal,fr_de,-1,-1,d4a64577022f25bd832bc512c5302c4a7ab8c0479c4d5c1b0b3fbfd0984bfda7
